 93.0 28.0
 58.0 -91.0
 78.0 51.0
 42.0 -80.0
 -54.0 5.0
 -39.0 67.0
 32.0 71.0
 -82.0 76.0
 -77.0 48.0
 90.0 -83.0
 2.0 46.0
 39.0 58.0
 24.0 -33.0
 -90.0 -68.0
 -97.0 -49.0
 81.0 -7.0
 -22.0 64.0
 91.0 -46.0
 -94.0 85.0
 -36.0 52.0
 -9.0 53.0
 53.0 99.0
 -84.0 39.0
 -14.0 -5.0
 2.0 -8.0
 -1.0 64.0
 -95.0 -69.0
 -83.0 17.0
 -77.0 -59.0
 -73.0 -64.0
 10.0 14.0
 -22.0 -59.0
 49.0 -42.0
 -89.0 -75.0
 -50.0 1.0
 -74.0 94.0
 41.0 94.0
 77.0 5.0
 -90.0 95.0
 95.0 97.0
 27.0 -47.0
 55.0 65.0
 38.0 10.0
 70.0 11.0
 -15.0 -53.0
 -78.0 85.0
 -78.0 -84.0
 94.0 23.0
 19.0 -51.0
 -7.0 -55.0
 -39.0 -71.0
 11.0 91.0
 -73.0 69.0
 51.0 48.0
 -30.0 -37.0
 93.0 64.0
 -46.0 -53.0
 -52.0 41.0
 64.0 -6.0
 86.0 -47.0
 -61.0 -23.0
 -77.0 -100.0
 8.0 22.0
 -10.0 46.0
 -66.0 76.0
 79.0 -8.0
 19.0 93.0
 11.0 -14.0
 47.0 -10.0
 -87.0 -79.0
 63.0 -86.0
 85.0 33.0
 -43.0 42.0
 -70.0 -67.0
 -85.0 -24.0
 11.0 41.0
 -45.0 66.0
 14.0 60.0
 62.0 -13.0
 -77.0 25.0
 80.0 47.0
 -51.0 -65.0
 -49.0 -43.0
 -63.0 -29.0
 63.0 -18.0
 -29.0 -83.0
 82.0 -42.0
 18.0 -6.0
 26.0 -74.0
 -84.0 -95.0
 95.0 36.0
 81.0 -17.0
 50.0 75.0
 8.0 61.0
 93.0 -96.0
 -91.0 9.0
 60.0 5.0
 -6.0 44.0
 29.0 -75.0
 -43.0 -21.0
 -50.0 2.0
 -2.0 14.0
 -77.0 -16.0
 -81.0 -77.0
 84.0 -66.0
 -58.0 18.0
 -26.0 24.0
 -6.0 34.0
 -30.0 -16.0
 -50.0 53.0
 64.0 -49.0
 27.0 92.0
 81.0 -43.0
 82.0 18.0
 2.0 79.0
 64.0 -12.0
 27.0 -33.0
 10.0 -19.0
 -68.0 -69.0
 94.0 86.0
 44.0 59.0
 -11.0 46.0
 89.0 -63.0
 -15.0 44.0
 7.0 84.0
 -54.0 -64.0
 98.0 72.0
 45.0 63.0
 -92.0 -82.0
 -72.0 -51.0
 54.0 -70.0
 -25.0 -38.0
 75.0 78.0
 82.0 39.0
 23.0 -52.0
 -31.0 97.0
 39.0 -86.0
 -93.0 -8.0
 20.0 54.0
 -46.0 -35.0
 15.0 32.0
 -96.0 -24.0
 -29.0 -20.0
 -69.0 -58.0
 35.0 94.0
 -76.0 19.0
 -92.0 89.0
 49.0 -43.0
 22.0 -97.0
 54.0 -13.0
 -7.0 37.0
 90.0 -74.0
 -55.0 -81.0
 84.0 -21.0
 31.0 59.0
 -62.0 61.0
 75.0 7.0
 -34.0 10.0
 4.0 -47.0
 -28.0 63.0
 -68.0 29.0
 56.0 58.0
 98.0 -62.0
 -6.0 -22.0
 -31.0 -24.0
 -88.0 41.0
 36.0 73.0
 -33.0 72.0
 27.0 -97.0
 -21.0 71.0
 69.0 -4.0
 -24.0 57.0
 -45.0 -39.0
 -66.0 71.0
 -21.0 -63.0
 -33.0 -70.0
 -3.0 -10.0
 51.0 -75.0
 -1.0 26.0
 -72.0 -56.0
 -80.0 -25.0
 99.0 -63.0
 67.0 -52.0
 -87.0 20.0
 99.0 -47.0
 98.0 -51.0
 -78.0 41.0
 -21.0 82.0
 67.0 42.0
 -23.0 -69.0
 -54.0 86.0
 70.0 -83.0
 92.0 -39.0
 -61.0 49.0
 26.0 -32.0
 63.0 99.0
 -81.0 51.0
 -30.0 76.0
 -31.0 -42.0
 -59.0 37.0
 -9.0 -19.0
 29.0 75.0
 -49.0 -33.0
 55.0 -3.0
 22.0 68.0
 -38.0 68.0
 -99.0 -54.0
 44.0 -19.0
 13.0 84.0
 -77.0 17.0
 89.0 25.0
 34.0 11.0
 -78.0 -51.0
 -76.0 -18.0
 94.0 11.0
 -48.0 85.0
 -43.0 45.0
 -36.0 18.0
 -90.0 -40.0
 -84.0 -30.0
 -93.0 13.0
 13.0 -64.0
 4.0 87.0
 -57.0 29.0
 -71.0 -73.0
 40.0 86.0
 96.0 84.0
 4.0 60.0
 6.0 17.0
 92.0 54.0
 66.0 -29.0
 28.0 -49.0
 -97.0 -73.0
 -84.0 -3.0
 -76.0 95.0
 -24.0 46.0
 -1.0 47.0
 -63.0 17.0
 85.0 87.0
 77.0 52.0
 52.0 49.0
 71.0 -62.0
 -67.0 14.0
 52.0 98.0
 -56.0 91.0
 -23.0 82.0
 20.0 -90.0
 33.0 -41.0
 90.0 38.0
 27.0 -87.0
 -23.0 -75.0
 -69.0 -24.0
 65.0 79.0
 -73.0 3.0
 16.0 -75.0
 59.0 30.0
 78.0 -14.0
 -55.0 -100.0
 -64.0 -10.0
 -27.0 32.0
 -28.0 -38.0
 -73.0 -92.0
 -15.0 51.0
 33.0 -86.0
 25.0 19.0
 20.0 78.0
 20.0 -65.0
 90.0 92.0
 -92.0 96.0
 42.0 -42.0
 -15.0 -69.0
 15.0 -91.0
 -49.0 -12.0
 -96.0 32.0
 -52.0 84.0
 -68.0 27.0
 -43.0 -20.0
 -67.0 -40.0
 -85.0 -75.0
 41.0 63.0
 32.0 75.0
 -39.0 83.0
 -62.0 -13.0
 82.0 -22.0
 70.0 49.0
 -83.0 49.0
 54.0 96.0
 -32.0 44.0
 -77.0 -45.0
 12.0 -77.0
 23.0 -98.0
 46.0 17.0
 -69.0 -61.0
 -5.0 81.0
 -13.0 70.0
 9.0 -68.0
 53.0 -20.0
 -46.0 30.0
 33.0 -11.0
 -3.0 58.0
 -84.0 15.0
 54.0 26.0
 77.0 93.0
 74.0 -44.0
 17.0 -23.0
 27.0 9.0
 -45.0 54.0
 74.0 69.0
 1.0 77.0
 42.0 -97.0
 86.0 60.0
 64.0 79.0
 17.0 42.0
 -10.0 -72.0
 -36.0 38.0
 84.0 -40.0
 95.0 -30.0
 71.0 -87.0
 90.0 -66.0
 61.0 -61.0
 62.0 70.0
 -56.0 -8.0
 -40.0 -41.0
 -10.0 64.0
 -61.0 -35.0
 98.0 30.0
 46.0 -34.0
 12.0 85.0
 -87.0 33.0
 85.0 68.0
 -87.0 37.0
 4.0 -93.0
 25.0 -82.0
 -7.0 -64.0
 -47.0 14.0
 -77.0 -48.0
 82.0 53.0
 72.0 34.0
 -97.0 -10.0
 65.0 -17.0
 -44.0 97.0
 -71.0 -62.0
 17.0 -22.0
 -18.0 -17.0
 73.0 44.0
 83.0 -25.0
 81.0 -59.0
 -9.0 -39.0
 93.0 30.0
 -16.0 -63.0
 79.0 -14.0
 -71.0 -49.0
 -67.0 -5.0
 71.0 -50.0
 -45.0 -44.0
 -60.0 -67.0
 89.0 -28.0
 61.0 26.0
 85.0 80.0
 -60.0 -78.0
 -92.0 -61.0
 -32.0 55.0
 -59.0 -19.0
 -98.0 -2.0
 60.0 -78.0
 -12.0 -48.0
 -72.0 90.0
 -65.0 8.0
 -79.0 -31.0
 44.0 -49.0
 95.0 -49.0
 -52.0 -54.0
 37.0 -55.0
 68.0 20.0
 -5.0 -23.0
 0.0 61.0
 25.0 -73.0
 -41.0 5.0
 28.0 0.0
 33.0 96.0
 91.0 -96.0
 -22.0 -99.0
 -7.0 -20.0
 90.0 -7.0
 60.0 -11.0
 67.0 8.0
 57.0 -2.0
 65.0 -32.0
 37.0 -38.0
 -41.0 49.0
 -84.0 99.0
 44.0 -84.0
 -30.0 -10.0
 -3.0 -97.0
 -68.0 26.0
 6.0 47.0
 -85.0 38.0
 -13.0 -27.0
 -56.0 41.0
 42.0 32.0
 -9.0 35.0
 67.0 -77.0
 51.0 -80.0
 98.0 -33.0
 -53.0 37.0
 53.0 -40.0
 -91.0 28.0
 21.0 -64.0
 -99.0 -1.0
 78.0 -23.0
 -45.0 -75.0
 -39.0 19.0
 50.0 85.0
 -72.0 -65.0
 -49.0 -47.0
 45.0 -48.0
 18.0 78.0
 93.0 -9.0
 59.0 -17.0
 37.0 -72.0
 23.0 -17.0
 -91.0 76.0
 39.0 -90.0
 -100.0 -45.0
 5.0 46.0
 -50.0 -94.0
 30.0 57.0
 56.0 78.0
 -91.0 -27.0
 36.0 -81.0
 22.0 -5.0
 1.0 -11.0
 -45.0 -55.0
 -16.0 80.0
 95.0 -33.0
 40.0 7.0
 67.0 -93.0
 -60.0 90.0
 -10.0 75.0
 -7.0 -53.0
 -98.0 29.0
 98.0 -28.0
 65.0 -24.0
 86.0 -79.0
 9.0 -61.0
 70.0 -57.0
 -13.0 -82.0
 -3.0 14.0
 -54.0 35.0
 -20.0 -59.0
 -87.0 22.0
 -9.0 -55.0
 -12.0 22.0
 23.0 -61.0
 98.0 -36.0
 -62.0 -30.0
 -18.0 -38.0
 95.0 -17.0
 70.0 35.0
 46.0 27.0
 37.0 -89.0
 4.0 -30.0
 -52.0 36.0
 -45.0 14.0
 94.0 46.0
 -100.0 -76.0
 -2.0 14.0
 -20.0 75.0
 -48.0 -86.0
 38.0 -38.0
 -82.0 -36.0
 -91.0 13.0
 61.0 62.0
 74.0 70.0
 85.0 -57.0
 49.0 -83.0
 -34.0 -89.0
 32.0 50.0
 56.0 -100.0
 11.0 -25.0
 -90.0 -40.0
 35.0 -83.0
 23.0 27.0
 40.0 78.0
 -91.0 79.0
 19.0 14.0
 -75.0 -87.0
 75.0 -48.0
 -48.0 51.0
 -24.0 77.0
 18.0 23.0
 -30.0 87.0
 -71.0 -2.0
 88.0 -55.0
 44.0 -12.0
 46.0 -66.0
 19.0 -22.0
 46.0 89.0
 30.0 -75.0
 27.0 -13.0
 71.0 38.0
 -10.0 -45.0
 -19.0 27.0
 41.0 88.0
 8.0 6.0
 29.0 99.0
 -79.0 58.0
 14.0 -40.0
 -66.0 66.0
 -22.0 -28.0
 29.0 40.0
 -2.0 -43.0
 94.0 -53.0
 45.0 -85.0
 47.0 -95.0
 22.0 56.0
 -94.0 -100.0
 46.0 -9.0
 79.0 -79.0
 -85.0 17.0
 -44.0 -12.0
 -68.0 -13.0
 -8.0 -25.0
 87.0 -62.0
 -28.0 72.0
 40.0 66.0
 -77.0 39.0
 0.0 -97.0
 92.0 10.0
 -17.0 40.0
 72.0 -73.0
 -48.0 -25.0
 -31.0 -32.0
 -90.0 -84.0
 0.0 -40.0
 74.0 -62.0
 -81.0 -56.0
 -89.0 19.0
 -76.0 90.0
 -44.0 -91.0
 83.0 -26.0
 87.0 -83.0
 -21.0 49.0
 -85.0 97.0
 61.0 -23.0
 -10.0 -84.0
 26.0 89.0
 -50.0 49.0
 -30.0 67.0
 98.0 -87.0
 18.0 -32.0
 -98.0 -56.0
 -80.0 97.0
 -98.0 63.0
 62.0 -13.0
 -44.0 -36.0
 -24.0 -79.0
 -6.0 -66.0
 -97.0 -8.0
 -52.0 87.0
 -43.0 29.0
 -86.0 36.0
 75.0 97.0
 70.0 85.0
 -58.0 96.0
 -95.0 -46.0
 54.0 23.0
 59.0 -8.0
 51.0 12.0
 -56.0 97.0
 -44.0 -88.0
 86.0 -81.0
 -92.0 47.0
 -79.0 -91.0
 88.0 27.0
 -51.0 91.0
 81.0 -2.0
 83.0 10.0
 71.0 -52.0
 60.0 61.0
 37.0 -99.0
 19.0 -67.0
 50.0 51.0
 -76.0 -1.0
 -72.0 -6.0
 -97.0 94.0
 -63.0 -40.0
 14.0 -38.0
 58.0 37.0
 88.0 13.0
 -89.0 78.0
 -52.0 84.0
 54.0 -22.0
 -70.0 52.0
 -99.0 92.0
 -6.0 69.0
 -46.0 42.0
 -89.0 18.0
 -6.0 99.0
 2.0 -37.0
 -65.0 -71.0
 -84.0 -16.0
 -30.0 -80.0
 7.0 -64.0
 95.0 -3.0
 -6.0 54.0
 -34.0 25.0
