1 93.0 28.0 
0 58.0 -91.0 
1 78.0 51.0 
0 42.0 -80.0 
0 -54.0 5.0 
1 -39.0 67.0 
0 32.0 71.0 
0 -82.0 76.0 
0 -77.0 48.0 
1 90.0 -83.0 
0 2.0 46.0 
0 39.0 58.0 
0 24.0 -33.0 
1 -90.0 -68.0 
1 -97.0 -49.0 
1 81.0 -7.0 
0 -22.0 64.0 
1 91.0 -46.0 
0 -94.0 85.0 
1 -36.0 52.0 
0 -9.0 53.0 
1 53.0 99.0 
0 -84.0 39.0 
0 -14.0 -5.0 
0 2.0 -8.0 
0 -1.0 64.0 
1 -95.0 -69.0 
1 -83.0 17.0 
1 -77.0 -59.0 
1 -73.0 -64.0 
1 10.0 14.0 
1 -22.0 -59.0 
1 49.0 -42.0 
1 -89.0 -75.0 
0 -50.0 1.0 
1 -74.0 94.0 
1 41.0 94.0 
1 77.0 5.0 
1 -90.0 95.0 
1 95.0 97.0 
0 27.0 -47.0 
1 55.0 65.0 
1 38.0 10.0 
1 70.0 11.0 
1 -15.0 -53.0 
1 -78.0 85.0 
1 -78.0 -84.0 
1 94.0 23.0 
0 19.0 -51.0 
1 -7.0 -55.0 
1 -39.0 -71.0 
1 11.0 91.0 
0 -73.0 69.0 
0 51.0 48.0 
1 -30.0 -37.0 
1 93.0 64.0 
1 -46.0 -53.0 
0 -52.0 41.0 
1 64.0 -6.0 
1 86.0 -47.0 
1 -61.0 -23.0 
1 -77.0 -100.0 
0 8.0 22.0 
0 -10.0 46.0 
1 -66.0 76.0 
1 79.0 -8.0 
1 19.0 93.0 
0 11.0 -14.0 
1 47.0 -10.0 
1 -87.0 -79.0 
0 63.0 -86.0 
1 85.0 33.0 
0 -43.0 42.0 
1 -70.0 -67.0 
1 -85.0 -24.0 
0 11.0 41.0 
1 -45.0 66.0 
0 14.0 60.0 
1 62.0 -13.0 
0 -77.0 25.0 
1 80.0 47.0 
1 -51.0 -65.0 
1 -49.0 -43.0 
1 -63.0 -29.0 
1 63.0 -18.0 
1 -29.0 -83.0 
1 82.0 -42.0 
1 18.0 -6.0 
0 26.0 -74.0 
1 -84.0 -95.0 
1 95.0 36.0 
1 81.0 -17.0 
1 50.0 75.0 
0 8.0 61.0 
0 93.0 -96.0 
1 -91.0 9.0 
1 60.0 5.0 
0 -6.0 44.0 
0 29.0 -75.0 
1 -43.0 -21.0 
0 -50.0 2.0 
1 -2.0 14.0 
1 -77.0 -16.0 
1 -81.0 -77.0 
1 84.0 -66.0 
0 -58.0 18.0 
0 -26.0 24.0 
1 -6.0 34.0 
0 -30.0 -16.0 
1 -50.0 53.0 
1 64.0 -49.0 
1 27.0 92.0 
1 81.0 -43.0 
1 82.0 18.0 
0 2.0 79.0 
1 64.0 -12.0 
0 27.0 -33.0 
0 10.0 -19.0 
1 -68.0 -69.0 
1 94.0 86.0 
0 44.0 59.0 
0 -11.0 46.0 
1 89.0 -63.0 
0 -15.0 44.0 
0 7.0 84.0 
1 -54.0 -64.0 
1 98.0 72.0 
0 45.0 63.0 
1 -92.0 -82.0 
1 -72.0 -51.0 
0 54.0 -70.0 
1 -25.0 -38.0 
1 75.0 78.0 
1 82.0 39.0 
0 23.0 -52.0 
0 -31.0 97.0 
0 39.0 -86.0 
1 -93.0 -8.0 
0 20.0 54.0 
1 -46.0 -35.0 
0 15.0 32.0 
1 -96.0 -24.0 
0 -29.0 -20.0 
1 -69.0 -58.0 
1 35.0 94.0 
1 -76.0 19.0 
0 -92.0 89.0 
1 49.0 -43.0 
1 22.0 -97.0 
1 54.0 -13.0 
0 -7.0 37.0 
1 90.0 -74.0 
1 -55.0 -81.0 
1 84.0 -21.0 
0 31.0 59.0 
0 -62.0 61.0 
1 75.0 7.0 
0 -34.0 10.0 
0 4.0 -47.0 
0 -28.0 63.0 
0 -68.0 29.0 
0 56.0 58.0 
1 98.0 -62.0 
0 -6.0 -22.0 
0 -31.0 -24.0 
0 -88.0 41.0 
0 36.0 73.0 
0 -33.0 72.0 
1 27.0 -97.0 
0 -21.0 71.0 
1 69.0 -4.0 
0 -24.0 57.0 
1 -45.0 -39.0 
1 -66.0 71.0 
1 -21.0 -63.0 
1 -33.0 -70.0 
0 -3.0 -10.0 
0 51.0 -75.0 
1 -1.0 26.0 
1 -72.0 -56.0 
1 -80.0 -25.0 
1 99.0 -63.0 
1 67.0 -52.0 
1 -87.0 20.0 
1 99.0 -47.0 
1 98.0 -51.0 
0 -78.0 41.0 
0 -21.0 82.0 
1 67.0 42.0 
1 -23.0 -69.0 
0 -54.0 86.0 
0 70.0 -83.0 
1 92.0 -39.0 
0 -61.0 49.0 
0 26.0 -32.0 
1 63.0 99.0 
0 -81.0 51.0 
0 -30.0 76.0 
1 -31.0 -42.0 
0 -59.0 37.0 
0 -9.0 -19.0 
0 29.0 75.0 
1 -49.0 -33.0 
1 55.0 -3.0 
0 22.0 68.0 
0 -38.0 68.0 
1 -99.0 -54.0 
1 44.0 -19.0 
0 13.0 84.0 
1 -77.0 17.0 
1 89.0 25.0 
1 34.0 11.0 
1 -78.0 -51.0 
1 -76.0 -18.0 
1 94.0 11.0 
0 -48.0 85.0 
1 -43.0 45.0 
0 -36.0 18.0 
1 -90.0 -40.0 
1 -84.0 -30.0 
1 -93.0 13.0 
0 13.0 -64.0 
0 4.0 87.0 
0 -57.0 29.0 
1 -71.0 -73.0 
1 40.0 86.0 
1 96.0 84.0 
0 4.0 60.0 
1 6.0 17.0 
1 92.0 54.0 
1 66.0 -29.0 
0 28.0 -49.0 
1 -97.0 -73.0 
1 -84.0 -3.0 
1 -76.0 95.0 
1 -24.0 46.0 
0 -1.0 47.0 
0 -63.0 17.0 
1 85.0 87.0 
1 77.0 52.0 
0 52.0 49.0 
1 71.0 -62.0 
0 -67.0 14.0 
1 52.0 98.0 
0 -56.0 91.0 
0 -23.0 82.0 
1 20.0 -90.0 
0 33.0 -41.0 
1 90.0 38.0 
1 27.0 -87.0 
1 -23.0 -75.0 
1 -69.0 -24.0 
1 65.0 79.0 
1 -73.0 3.0 
1 16.0 -75.0 
1 59.0 30.0 
1 78.0 -14.0 
1 -55.0 -100.0 
1 -64.0 -10.0 
1 -27.0 32.0 
1 -28.0 -38.0 
1 -73.0 -92.0 
0 -15.0 51.0 
0 33.0 -86.0 
0 25.0 19.0 
0 20.0 78.0 
0 20.0 -65.0 
1 90.0 92.0 
1 -92.0 96.0 
0 42.0 -42.0 
1 -15.0 -69.0 
1 15.0 -91.0 
1 -49.0 -12.0 
1 -96.0 32.0 
0 -52.0 84.0 
0 -68.0 27.0 
1 -43.0 -20.0 
1 -67.0 -40.0 
1 -85.0 -75.0 
0 41.0 63.0 
0 32.0 75.0 
0 -39.0 83.0 
1 -62.0 -13.0 
1 82.0 -22.0 
1 70.0 49.0 
0 -83.0 49.0 
1 54.0 96.0 
1 -32.0 44.0 
1 -77.0 -45.0 
1 12.0 -77.0 
1 23.0 -98.0 
1 46.0 17.0 
1 -69.0 -61.0 
0 -5.0 81.0 
0 -13.0 70.0 
1 9.0 -68.0 
1 53.0 -20.0 
0 -46.0 30.0 
1 33.0 -11.0 
0 -3.0 58.0 
1 -84.0 15.0 
1 54.0 26.0 
1 77.0 93.0 
1 74.0 -44.0 
0 17.0 -23.0 
1 27.0 9.0 
1 -45.0 54.0 
1 74.0 69.0 
0 1.0 77.0 
0 42.0 -97.0 
1 86.0 60.0 
1 64.0 79.0 
0 17.0 42.0 
1 -10.0 -72.0 
1 -36.0 38.0 
1 84.0 -40.0 
1 95.0 -30.0 
0 71.0 -87.0 
1 90.0 -66.0 
0 61.0 -61.0 
1 62.0 70.0 
1 -56.0 -8.0 
1 -40.0 -41.0 
0 -10.0 64.0 
1 -61.0 -35.0 
1 98.0 30.0 
1 46.0 -34.0 
0 12.0 85.0 
0 -87.0 33.0 
1 85.0 68.0 
0 -87.0 37.0 
1 4.0 -93.0 
1 25.0 -82.0 
1 -7.0 -64.0 
0 -47.0 14.0 
1 -77.0 -48.0 
1 82.0 53.0 
1 72.0 34.0 
1 -97.0 -10.0 
1 65.0 -17.0 
0 -44.0 97.0 
1 -71.0 -62.0 
0 17.0 -22.0 
0 -18.0 -17.0 
1 73.0 44.0 
1 83.0 -25.0 
1 81.0 -59.0 
0 -9.0 -39.0 
1 93.0 30.0 
1 -16.0 -63.0 
1 79.0 -14.0 
1 -71.0 -49.0 
1 -67.0 -5.0 
1 71.0 -50.0 
1 -45.0 -44.0 
1 -60.0 -67.0 
1 89.0 -28.0 
1 61.0 26.0 
1 85.0 80.0 
1 -60.0 -78.0 
1 -92.0 -61.0 
1 -32.0 55.0 
1 -59.0 -19.0 
1 -98.0 -2.0 
0 60.0 -78.0 
1 -12.0 -48.0 
1 -72.0 90.0 
1 -65.0 8.0 
1 -79.0 -31.0 
0 44.0 -49.0 
1 95.0 -49.0 
1 -52.0 -54.0 
0 37.0 -55.0 
1 68.0 20.0 
0 -5.0 -23.0 
0 0.0 61.0 
0 25.0 -73.0 
0 -41.0 5.0 
1 28.0 0.0 
1 33.0 96.0 
0 91.0 -96.0 
1 -22.0 -99.0 
0 -7.0 -20.0 
1 90.0 -7.0 
1 60.0 -11.0 
1 67.0 8.0 
1 57.0 -2.0 
1 65.0 -32.0 
0 37.0 -38.0 
1 -41.0 49.0 
1 -84.0 99.0 
0 44.0 -84.0 
0 -30.0 -10.0 
1 -3.0 -97.0 
0 -68.0 26.0 
0 6.0 47.0 
0 -85.0 38.0 
0 -13.0 -27.0 
0 -56.0 41.0 
0 42.0 32.0 
1 -9.0 35.0 
0 67.0 -77.0 
0 51.0 -80.0 
1 98.0 -33.0 
0 -53.0 37.0 
1 53.0 -40.0 
1 -91.0 28.0 
0 21.0 -64.0 
1 -99.0 -1.0 
1 78.0 -23.0 
1 -45.0 -75.0 
0 -39.0 19.0 
1 50.0 85.0 
1 -72.0 -65.0 
1 -49.0 -47.0 
0 45.0 -48.0 
0 18.0 78.0 
1 93.0 -9.0 
1 59.0 -17.0 
0 37.0 -72.0 
1 23.0 -17.0 
0 -91.0 76.0 
0 39.0 -90.0 
1 -100.0 -45.0 
0 5.0 46.0 
1 -50.0 -94.0 
0 30.0 57.0 
1 56.0 78.0 
1 -91.0 -27.0 
0 36.0 -81.0 
1 22.0 -5.0 
0 1.0 -11.0 
1 -45.0 -55.0 
0 -16.0 80.0 
1 95.0 -33.0 
1 40.0 7.0 
0 67.0 -93.0 
0 -60.0 90.0 
0 -10.0 75.0 
1 -7.0 -53.0 
1 -98.0 29.0 
1 98.0 -28.0 
1 65.0 -24.0 
1 86.0 -79.0 
0 9.0 -61.0 
1 70.0 -57.0 
1 -13.0 -82.0 
1 -3.0 14.0 
0 -54.0 35.0 
1 -20.0 -59.0 
1 -87.0 22.0 
1 -9.0 -55.0 
1 -12.0 22.0 
0 23.0 -61.0 
1 98.0 -36.0 
1 -62.0 -30.0 
0 -18.0 -38.0 
1 95.0 -17.0 
1 70.0 35.0 
1 46.0 27.0 
0 37.0 -89.0 
0 4.0 -30.0 
0 -52.0 36.0 
0 -45.0 14.0 
1 94.0 46.0 
1 -100.0 -76.0 
1 -2.0 14.0 
0 -20.0 75.0 
1 -48.0 -86.0 
0 38.0 -38.0 
1 -82.0 -36.0 
1 -91.0 13.0 
1 61.0 62.0 
1 74.0 70.0 
1 85.0 -57.0 
0 49.0 -83.0 
1 -34.0 -89.0 
0 32.0 50.0 
0 56.0 -100.0 
0 11.0 -25.0 
1 -90.0 -40.0 
0 35.0 -83.0 
0 23.0 27.0 
1 40.0 78.0 
0 -91.0 79.0 
0 19.0 14.0 
1 -75.0 -87.0 
1 75.0 -48.0 
1 -48.0 51.0 
0 -24.0 77.0 
0 18.0 23.0 
0 -30.0 87.0 
1 -71.0 -2.0 
1 88.0 -55.0 
1 44.0 -12.0 
0 46.0 -66.0 
0 19.0 -22.0 
1 46.0 89.0 
0 30.0 -75.0 
1 27.0 -13.0 
1 71.0 38.0 
0 -10.0 -45.0 
1 -19.0 27.0 
1 41.0 88.0 
1 8.0 6.0 
1 29.0 99.0 
0 -79.0 58.0 
0 14.0 -40.0 
0 -66.0 66.0 
0 -22.0 -28.0 
0 29.0 40.0 
0 -2.0 -43.0 
1 94.0 -53.0 
0 45.0 -85.0 
0 47.0 -95.0 
0 22.0 56.0 
1 -94.0 -100.0 
1 46.0 -9.0 
0 79.0 -79.0 
1 -85.0 17.0 
0 -44.0 -12.0 
1 -68.0 -13.0 
0 -8.0 -25.0 
1 87.0 -62.0 
0 -28.0 72.0 
0 40.0 66.0 
0 -77.0 39.0 
1 0.0 -97.0 
1 92.0 10.0 
1 -17.0 40.0 
0 72.0 -73.0 
1 -48.0 -25.0 
1 -31.0 -32.0 
1 -90.0 -84.0 
0 0.0 -40.0 
1 74.0 -62.0 
1 -81.0 -56.0 
1 -89.0 19.0 
1 -76.0 90.0 
1 -44.0 -91.0 
1 83.0 -26.0 
1 87.0 -83.0 
1 -21.0 49.0 
1 -85.0 97.0 
1 61.0 -23.0 
1 -10.0 -84.0 
1 26.0 89.0 
0 -50.0 49.0 
0 -30.0 67.0 
1 98.0 -87.0 
0 18.0 -32.0 
1 -98.0 -56.0 
1 -80.0 97.0 
0 -98.0 63.0 
1 62.0 -13.0 
1 -44.0 -36.0 
1 -24.0 -79.0 
1 -6.0 -66.0 
1 -97.0 -8.0 
0 -52.0 87.0 
0 -43.0 29.0 
0 -86.0 36.0 
1 75.0 97.0 
1 70.0 85.0 
0 -58.0 96.0 
1 -95.0 -46.0 
1 54.0 23.0 
1 59.0 -8.0 
1 51.0 12.0 
0 -56.0 97.0 
1 -44.0 -88.0 
1 86.0 -81.0 
0 -92.0 47.0 
1 -79.0 -91.0 
1 88.0 27.0 
0 -51.0 91.0 
1 81.0 -2.0 
1 83.0 10.0 
1 71.0 -52.0 
0 60.0 61.0 
1 37.0 -99.0 
0 19.0 -67.0 
0 50.0 51.0 
1 -76.0 -1.0 
1 -72.0 -6.0 
0 -97.0 94.0 
1 -63.0 -40.0 
0 14.0 -38.0 
1 58.0 37.0 
1 88.0 13.0 
0 -89.0 78.0 
0 -52.0 84.0 
1 54.0 -22.0 
0 -70.0 52.0 
0 -99.0 92.0 
0 -6.0 69.0 
0 -46.0 42.0 
1 -89.0 18.0 
1 -6.0 99.0 
0 2.0 -37.0 
1 -65.0 -71.0 
1 -84.0 -16.0 
1 -30.0 -80.0 
1 7.0 -64.0 
1 95.0 -3.0 
0 -6.0 54.0 
0 -34.0 25.0 
1 95.0 35.0 
1 -45.0 -45.0 
0 50.0 -92.0 
1 60.0 -49.0 
0 -28.0 65.0 
1 55.0 -39.0 
0 47.0 -59.0 
0 -82.0 30.0 
0 -87.0 40.0 
1 -48.0 -72.0 
1 56.0 98.0 
1 1.0 -91.0 
1 49.0 19.0 
0 51.0 57.0 
1 12.0 14.0 
1 -99.0 -41.0 
0 -26.0 -19.0 
1 55.0 40.0 
1 -76.0 -71.0 
0 29.0 30.0 
0 20.0 62.0 
1 25.0 -11.0 
1 -37.0 -64.0 
0 -36.0 74.0 
1 50.0 -19.0 
0 -62.0 8.0 
0 23.0 -66.0 
1 54.0 31.0 
0 41.0 -46.0 
